date	prevalence_ss	number_victims	state
2008-09-09	7.955449482895784		
2008-09-10	7.704160246533128		
2008-09-11	14.102564102564102		
2008-09-12	7.58150113722517		
2008-09-13	6.385696040868455		
2008-09-14	0.0		
2008-09-15	18.477457501847745		
2008-09-16	39.72278461685512		
2008-09-17	39.89030167040638		
2008-09-18	38.07418324735937		
2008-09-19	8.345255126371006		
2008-09-20	8.54075158613958		
2008-09-21	13.151602104256337		
2008-09-22	3.597122302158273		
2008-09-23	460.3174603174603		
2008-09-24	124.15349887133183		
2008-09-25	57.052682689973295		
2008-09-26	7.3322831874412655		
2008-09-27	3.563791874554526		
2008-09-28	55.20312990001186		
2008-09-29	9.456264775413711		
2008-09-30	25.931164545025933		
2008-10-01	25.252525252525253		
2008-10-02	12.183235867446394		
2008-10-03	13.039339687838208		
2008-10-04	8.297771455666192		
2008-10-05	16.73840267814443		
2008-10-06	22.520947444405856		
2008-10-07	21.758671850670236		
2008-10-08	20.50564508347004		
2008-10-09	22.7653965971723		
2008-10-10	15.611977509145015		
2008-10-11	4.796163069544365		
2008-10-12	17.780938833570413		
2008-10-13	29.804482594182165	1.0	TX
2008-10-14	16.619183285849953		
2008-10-15	16.920473773265652		
2008-10-16	34.94818028440588		
2008-10-17	32.63234227701233		
2008-10-18	12.156576707999028		
2008-10-19	14.367816091954023		
2008-10-20	17.806267806267805		
2008-10-21	27.283511269276392		
2008-10-22	40.7673860911271		
2008-10-23	21.12673576674206		
2008-10-24	11.862396204033216		
2008-10-25	19.226147560682527		
2008-10-26	10.699001426533524	2.0	AR
2008-10-27	46.36228440051783		
2008-10-28	19.12960306073649		
2008-10-29	17.857142857142858		
2008-10-30	7.15307582260372		
2008-10-31	13.198944084473242		
2008-11-01	16.525023607176582		
2008-11-02	12.956419316843345		
2008-11-03	10.691375623663578		
2008-11-04	7.067137809187279		
2008-11-05	17.692852087756545		
2008-11-06	20.41306436119116		
2008-11-07	17.793594306049823		
2008-11-08	7.142857142857143		
2008-11-09	5.969436485195797		
2008-11-10	15.465143944801332		
2008-11-11	11.947431302270012		
2008-11-12	36.74723002936222	1.0	FL
2008-11-13	19.173042701961045		
2008-11-14	15.34466477809254		
2008-11-15	13.020833333333334		
2008-11-16	9.789525208027412		
2008-11-17	16.835016835016834		
2008-11-18	18.924007942676475		
2008-11-19	23.35299901671583		
2008-11-20	7.541478129713424		
2008-11-21	31.815956926089086		
2008-11-22	10.893246187363834		
2008-11-23	4.9714143673875215		
2008-11-24	13.98423595219934		
2008-11-25	11.26126126126126		
2008-11-26	3.7792894935752077		
2008-11-27	5.089058524173028		
2008-11-28	9.935419771485344		
2008-11-29	8.478671900833453		
2008-11-30	6.131959774343881		
2008-12-01	9.935419771485344		
2008-12-02	15.094320636074672		
2008-12-03	3.690036900369004		
2008-12-04	13.198944084473242		
2008-12-05	12.281994595922377		
2008-12-06	4.967709885742672		
2008-12-07	22.779043280182233		
2008-12-08	9.768009768009769		
2008-12-09	14.716703458425313		
2008-12-10	8.51581508515815		
2008-12-11	32.967032967032964		
